street,level,precip,Libur,day,ROAD_CLOSED
Jalan Lombok,2,1.9,0,Monday,0
Jalan Malabar,3,1.9,0,Monday,0
Jalan Natuna,4,1.9,0,Monday,0
Jalan Progo,3,1.9,0,Monday,0
Jalan Purwakarta,2,1.9,0,Monday,0
Jalan Raya Dayeuhkolot,3,1.9,0,Monday,0
Jalan Raya Lembang,2,1.9,0,Monday,0
Jalan Raya Sapan,4,1.9,0,Monday,0
Jalan Rumah Sakit,1,1.9,0,Monday,0
Jalan Seram,3,1.9,0,Monday,0
Jalan Sukabumi,3,1.9,0,Monday,0
Jalan Sumatra,3,1.9,0,Monday,0
Jalan Sumbawa,2,1.9,0,Monday,0
Jalan Sunda,3,1.9,0,Monday,0
Jalan Tanjung Sari,4,1.9,0,Monday,0
Jalaprang,4,1.9,0,Monday,0
Jamika,3,1.9,0,Monday,0
Japati,1,1.9,0,Monday,0
Jatihandap,2,1.9,0,Monday,0
Jatihandap Timur,3,1.9,0,Monday,0
Jenderal AH Nasution,3,1.9,0,Monday,0
Jenderal Ahmad Yani,3,1.9,0,Monday,0
Jenderal Haji Amir Machmud,3,1.9,0,Monday,0
Jenderal Ibrahim Adjie,2,1.9,0,Monday,0
Jenderal Sudirman,3,1.9,0,Monday,0
KH Ahmad Dahlan,2,1.9,0,Monday,0
KH Wahid Hasyim,2,1.9,0,Monday,0
Kalipah Apo,3,1.9,0,Monday,0
Kapten Tata Natanegara,4,1.9,0,Monday,0
Karapitan,2,1.9,0,Monday,0
Karawitan,2,1.9,0,Monday,0
Kavling Geologi,4,1.9,0,Monday,0
Kawaluyaan,2,1.9,0,Monday,0
Kebon Kawung,3,1.9,0,Monday,0
Kebon Kopi,2,1.9,0,Monday,0
Kembang Sepatu,4,1.9,0,Monday,0
Kliningan,3,1.9,0,Monday,0
Komodor Udara Supadio,3,1.9,0,Monday,0
Kopo,3,1.9,0,Monday,0
Kopo Permai,3,1.9,0,Monday,0
LLRE Martadinata,2,1.9,0,Monday,0
Lapang Supratman,3,1.9,0,Monday,0
Laswi,3,1.9,0,Monday,0
Lembong,3,1.9,0,Monday,0
Lengkong Besar,2,1.9,0,Monday,0
Lengkong Kecil,2,1.9,0,Monday,0
Leumah Neundeut,2,1.9,0,Monday,0
Leuwi Panjang,2,1.9,0,Monday,0
Leuwipanjang,5,1.9,0,Monday,1
Lodaya,3,1.9,0,Monday,0
Logam,2,1.9,0,Monday,0
MTC 7,3,1.9,0,Monday,0
Mahar Martanegara,2,1.9,0,Monday,0
Mahmud,2,1.9,0,Monday,0
Maleber Utara,4,1.9,0,Monday,0
Mangga,4,1.9,0,Monday,0
Manisi,2,1.9,0,Monday,0
Margacinta,2,1.9,0,Monday,0
Maskumambang,3,1.9,0,Monday,0
Mekar Kencana,4,1.9,0,Monday,0
Mekar Utama,4,1.9,0,Monday,0
Melati Raya,3,1.9,0,Monday,0
Melong Raya,3,1.9,0,Monday,0
Melongasih,2,1.9,0,Monday,0
Menteron,4,1.9,0,Monday,0
Merdeka,2,1.9,0,Monday,0
Mohammad Ramdan,2,1.9,0,Monday,0
Mohammad Toha,2,1.9,0,Monday,0
Mustang,4,1.9,0,Monday,0
N11 Flyover Cimindi,3,1.9,0,Monday,0
N11 Flyover Kopo-Cibaduyut,5,1.9,0,Monday,1
N11 Jalan Raya Cibiru,3,1.9,0,Monday,0
N11 Jenderal AH Nasution,3,1.9,0,Monday,0
N11 Jenderal Haji Amir Machmud,2,1.9,0,Monday,0
N11 Jenderal Sudirman,2,1.9,0,Monday,0
N11 Rajawali Barat,2,1.9,0,Monday,0
N11 Soekarno-Hatta,3,1.9,0,Monday,0
Naripan,2,1.9,0,Monday,0
Nata Endah Raya,2,1.9,0,Monday,0
Otto Iskandardinata,3,1.9,0,Monday,0
PHH Mustofa,3,1.9,0,Monday,0
PSM,4,1.9,0,Monday,0
Pacuan Kuda,3,1.9,0,Monday,0
Padasuka,2,1.9,0,Monday,0
Padasuka Ideal Residence,2,1.9,0,Monday,0
Pagarsih,2,1.9,0,Monday,0
Pagermaneuh,3,1.9,0,Monday,0
Pahlawan,3,1.9,0,Monday,0
Pahlawan (Jalur Lambat),3,1.9,0,Monday,0
Pajajaran,2,1.9,0,Monday,0
Palasari,3,1.9,0,Monday,0
Pandu,3,1.9,0,Monday,0
Pangarang,4,1.9,0,Monday,0
Pangaritan,1,1.9,0,Monday,0
Panghegar,3,1.9,0,Monday,0
Panjunan,3,1.9,0,Monday,0
Papanggungan,2,1.9,0,Monday,0
Parakan Saat,3,1.9,0,Monday,0
Parang Raya,4,1.9,0,Monday,0
Pasir Impun,4,1.9,0,Monday,0
Pasir Koja,2,1.9,0,Monday,0
Pasir Kunci,3,1.9,0,Monday,0
Pasir Subur,4,1.9,0,Monday,0
Pasirluyu,4,1.9,0,Monday,0
Pasirluyu Barat,1,1.9,0,Monday,0
Pasirmuncang,1,1.9,0,Monday,0
Paskal HyperSquare,4,1.9,0,Monday,0
Pasteur,3,1.9,0,Monday,0
Patrakomala,2,1.9,0,Monday,0
Pelajar Pejuang 45,3,1.9,0,Monday,0
Perintis,2,1.9,0,Monday,0
Pesantren,2,1.9,0,Monday,0
Peta,2,1.9,0,Monday,0
Prabu Dimuntur,4,1.9,0,Monday,0
Prof Dr Ir Sutami,2,1.9,0,Monday,0
Prof Dr Surya Sumantri,3,1.9,0,Monday,0
Prof Eyckman,3,1.9,0,Monday,0
Prof Mochtar Kusumaatmadja,3,1.9,0,Monday,0
Pulo Laut,4,1.9,0,Monday,0
Pungkur,2,1.9,0,Monday,0
Purnawarman,4,1.9,0,Monday,0
R A A Martanegara,3,1.9,0,Monday,0
RA Wiranatakusumah,2,1.9,0,Monday,0
Rajawali Timur,2,1.9,0,Monday,0
Ranca Bentang,1,1.9,0,Monday,0
Rancabali,3,1.9,0,Monday,0
Rancabolang,2,1.9,0,Monday,0
Rancakendal,2,1.9,0,Monday,0
Rancapacing,3,1.9,0,Monday,0
Reungas,3,1.9,0,Monday,0
Sadang,2,1.9,0,Monday,0
Sadang Serang,2,1.9,0,Monday,0
Sadang Tengah,4,1.9,0,Monday,0
Salendro,4,1.9,0,Monday,0
Sampurna,3,1.9,0,Monday,0
Sariasih,3,1.9,0,Monday,0
Sarijadi,3,1.9,0,Monday,0
Sarimanah,2,1.9,0,Monday,0
Sarirasa,2,1.9,0,Monday,0
Sariwangi,3,1.9,0,Monday,0
Sederhana,2,1.9,0,Monday,0
Sekejati,3,1.9,0,Monday,0
Sekeloa,3,1.9,0,Monday,0
Semar,2,1.9,0,Monday,0
Sentot Alibasyah,3,1.9,0,Monday,0
Sersan Bajuri,1,1.9,0,Monday,0
Setra Duta Raya,3,1.9,0,Monday,0
Siliwangi,2,1.9,0,Monday,0
Sindang Sari,2,1.9,0,Monday,0
Sindang Sirna,2,1.9,0,Monday,0
Skanda,3,1.9,0,Monday,0
Soekarno-Hatta,2,1.9,0,Monday,0
Soekarno-Hatta (Jalur Lambat),3,1.9,0,Monday,0
Solontongan,3,1.9,0,Monday,0
Sriwijaya,2,1.9,0,Monday,0
Suka Resmi,4,1.9,0,Monday,0
Sukaati,4,1.9,0,Monday,0
Sukahaji,1,1.9,0,Monday,0
Sukajadi,2,1.9,0,Monday,0
Sukakarya,4,1.9,0,Monday,0
Sukamaju,2,1.9,0,Monday,0
Sukamulya,2,1.9,0,Monday,0
Sukaraja,3,1.9,0,Monday,0
Sukawarna,3,1.9,0,Monday,0
Sulaksana Baru 1,3,1.9,0,Monday,0
Sulanjana,3,1.9,0,Monday,0
Sultan Ageng Tirtayasa,3,1.9,0,Monday,0
Sultan Agung,3,1.9,0,Monday,0
Suniaraja,4,1.9,0,Monday,0
Surapati,3,1.9,0,Monday,0
Suryalaya,2,1.9,0,Monday,0
Talaga Bodas,3,1.9,0,Monday,0
Taman Holis Indah Kavling Industri,2,1.9,0,Monday,0
Taman Holis Raya,4,1.9,0,Monday,0
Tamansari,2,1.9,0,Monday,0
Tamblong,3,1.9,0,Monday,0
Tata Surya,3,1.9,0,Monday,0
Terusan Brigjen Katamso,4,1.9,0,Monday,0
Terusan Buah Batu,2,1.9,0,Monday,0
Terusan Cibaduyut,2,1.9,0,Monday,0
Terusan Cisaranten Kulon,2,1.9,0,Monday,0
Terusan Derwati,3,1.9,0,Monday,0
Terusan Gatot Subroto,3,1.9,0,Monday,0
Terusan Gegerkalong Hilir,4,1.9,0,Monday,0
Terusan Jakarta,2,1.9,0,Monday,0
Terusan Kiaracondong,3,1.9,0,Monday,0
Terusan Pasir Koja,4,1.9,0,Monday,0
Tol Padaleunyi,4,1.9,0,Monday,0
Tol Pasir Koja,2,1.9,0,Monday,0
Tol Pasteur,4,1.9,0,Monday,0
Trunojoyo,3,1.9,0,Monday,0
Tubagus Ismail,3,1.9,0,Monday,0
Tubagus Ismail 7,3,1.9,0,Monday,0
Tubagus Ismail Dalam,4,1.9,0,Monday,0
Turangga,2,1.9,0,Monday,0
Veteran,2,1.9,0,Monday,0
WR Supratman,3,1.9,0,Monday,0
Wa'as,3,1.9,0,Monday,0
Wastukencana,3,1.9,0,Monday,0
Abdul Rahman Saleh,2,0.3,0,Tuesday,0
Akses Tol Pasteur,3,0.3,0,Tuesday,0
Andir,4,0.3,0,Tuesday,0
Anggrek,3,0.3,0,Tuesday,0
Antapani,2,0.3,0,Tuesday,0
Arah Mustang/Cibogo/Gunung Batu,4,0.3,0,Tuesday,0
Arah Taman Sari/Dago/Dipati Ukur/Sabuga,4,0.3,0,Tuesday,0
Arah Tamansari/Dago/Surapati,4,0.3,0,Tuesday,0
Arcamanik Endah,2,0.3,0,Tuesday,0
Arjuna,3,0.3,0,Tuesday,0
Aruna,2,0.3,0,Tuesday,0
Asia Afrika,3,0.3,0,Tuesday,0
Astana Anyar,3,0.3,0,Tuesday,0
BKR,3,0.3,0,Tuesday,0
Babakan Ciparay,2,0.3,0,Tuesday,0
Babakan Lembur Tengah,2,0.3,0,Tuesday,0
Babakan Sari,2,0.3,0,Tuesday,0
Bahureksa,2,0.3,0,Tuesday,0
Baladewa,3,0.3,0,Tuesday,0
Banceuy,2,0.3,0,Tuesday,0
Batu Basal,5,0.3,0,Tuesday,1
Batununggal,2,0.3,0,Tuesday,0
Bojong Koneng,3,0.3,0,Tuesday,0
Bojong Raya,2,0.3,0,Tuesday,0
Braga,2,0.3,0,Tuesday,0
Brigjen Katamso,2,0.3,0,Tuesday,0
Buah Batu,2,0.3,0,Tuesday,0
Bukit Pakar Timur,1,0.3,0,Tuesday,0
Bukit Raya,1,0.3,0,Tuesday,0
Bungur,3,0.3,0,Tuesday,0
Caringin,2,0.3,0,Tuesday,0
Cendana,3,0.3,0,Tuesday,0
Cibaduyut Raya,5,0.3,0,Tuesday,1
Cibiru Hilir,2,0.3,0,Tuesday,0
Cibogo Atas,2,0.3,0,Tuesday,0
Cibolerang,2,0.3,0,Tuesday,0
Cibolerang Barat,3,0.3,0,Tuesday,0
Ciborete,3,0.3,0,Tuesday,0
Cidurian Selatan,1,0.3,0,Tuesday,0
Cidurian Utara,3,0.3,0,Tuesday,0
Cigadung Raya Barat,2,0.3,0,Tuesday,0
Cigadung Raya Selatan,2,0.3,0,Tuesday,0
Cigagak Cipadung,2,0.3,0,Tuesday,0
Cigending,2,0.3,0,Tuesday,0
Cigondewah Kaler,2,0.3,0,Tuesday,0
Cigondewah Rahayu,2,0.3,0,Tuesday,0
Cihampelas,3,0.3,0,Tuesday,0
Cihapit,3,0.3,0,Tuesday,0
Cijagra,2,0.3,0,Tuesday,0
Cijambe,2,0.3,0,Tuesday,0
Cijawura Girang,4,0.3,0,Tuesday,0
Cijerah Raya,2,0.3,0,Tuesday,0
Cikapayang,3,0.3,0,Tuesday,0
Cikawao,3,0.3,0,Tuesday,0
Cikutra,2,0.3,0,Tuesday,0
Cikutra Barat,1,0.3,0,Tuesday,0
Cikutra Baru 4,3,0.3,0,Tuesday,0
Cimincrang,3,0.3,0,Tuesday,0
Cinambo,2,0.3,0,Tuesday,0
Cinangka,1,0.3,0,Tuesday,0
Cingised,2,0.3,0,Tuesday,0
Cipamokolan,2,0.3,0,Tuesday,0
Ciparay,2,0.3,0,Tuesday,0
Cipedes,1,0.3,0,Tuesday,0
Cipedes Tengah,2,0.3,0,Tuesday,0
Cisaranten Kulon,2,0.3,0,Tuesday,0
Cisaranten Wetan,1,0.3,0,Tuesday,0
Cisitu Lama,1,0.3,0,Tuesday,0
Citra Green,2,0.3,0,Tuesday,0
Ciumbuleuit,2,0.3,0,Tuesday,0
Ciung Wanara,2,0.3,0,Tuesday,0
Ciwaruga Raya,1,0.3,0,Tuesday,0
Ciwastra,2,0.3,0,Tuesday,0
Cukangkawung,2,0.3,0,Tuesday,0
Dago Pojok,4,0.3,0,Tuesday,0
Dakota Raya,4,0.3,0,Tuesday,0
Dalem Kaum,2,0.3,0,Tuesday,0
Dayang Sumbi,3,0.3,0,Tuesday,0
Derwati,1,0.3,0,Tuesday,0
Desa Buah Batu,3,0.3,0,Tuesday,0
Dipati Ukur,2,0.3,0,Tuesday,0
Diponegoro,3,0.3,0,Tuesday,0
Djundjunan,4,0.3,0,Tuesday,0
Dr Djundjunan,1,0.3,0,Tuesday,0
Dr Otten,4,0.3,0,Tuesday,0
Dr Rum,3,0.3,0,Tuesday,0
Dr Setiabudi,2,0.3,0,Tuesday,0
Dulatip,3,0.3,0,Tuesday,0
Elang Raya,3,0.3,0,Tuesday,0
Embah Jaksa,3,0.3,0,Tuesday,0
Flyover Antapani,3,0.3,0,Tuesday,0
Flyover Kiaracondong,2,0.3,0,Tuesday,0
Gandapura,2,0.3,0,Tuesday,0
Ganesha,3,0.3,0,Tuesday,0
Gang Haji Mesri,3,0.3,0,Tuesday,0
Gardujati,3,0.3,0,Tuesday,0
Garuda,3,0.3,0,Tuesday,0
Gatot Subroto,2,0.3,0,Tuesday,0
Gede Bage,3,0.3,0,Tuesday,0
Gegerkalong Girang,2,0.3,0,Tuesday,0
Gegerkalong Hilir,2,0.3,0,Tuesday,0
Gegerkalong Tengah,4,0.3,0,Tuesday,0
Gelap Nyawang,4,0.3,0,Tuesday,0
Gempol Sari,1,0.3,0,Tuesday,0
Gerbang Tol Buah Batu,2,0.3,0,Tuesday,0
Gerbang Tol Gede Bage,5,0.3,0,Tuesday,1
Gerbang Tol Kopo,3,0.3,0,Tuesday,0
Gerbang Tol Mohammad Toha,3,0.3,0,Tuesday,0
Gerbang Tol Pasir Koja,3,0.3,0,Tuesday,0
Gerbang Tol Pasteur 2,2,0.3,0,Tuesday,0
Golf Barat,2,0.3,0,Tuesday,0
Golf Raya,2,0.3,0,Tuesday,0
Golf Timur 4,3,0.3,0,Tuesday,0
Gudang Selatan,1,0.3,0,Tuesday,0
Gudang Utara,2,0.3,0,Tuesday,0
Guntursari Wetan,4,0.3,0,Tuesday,0
HOS Cokroaminoto,3,0.3,0,Tuesday,0
Haji Tatang Sumantri,4,0.3,0,Tuesday,0
Hasanudin,3,0.3,0,Tuesday,0
Holis,2,0.3,0,Tuesday,0
Ibu Inggit Garnasih,2,0.3,0,Tuesday,0
Indrayasa,3,0.3,0,Tuesday,0
Inhoftank,3,0.3,0,Tuesday,0
Ir Haji Juanda,3,0.3,0,Tuesday,0
Istana Pasteur Regency,3,0.3,0,Tuesday,0
Jalan ABC,2,0.3,0,Tuesday,0
Jalan Aceh,2,0.3,0,Tuesday,0
Jalan Ambon,3,0.3,0,Tuesday,0
Jalan Banda,2,0.3,0,Tuesday,0
Jalan Bangka,4,0.3,0,Tuesday,0
Jalan Baranangsiang,4,0.3,0,Tuesday,0
Jalan Belitung,2,0.3,0,Tuesday,0
Jalan Bengawan,2,0.3,0,Tuesday,0
Jalan Bogor,3,0.3,0,Tuesday,0
Jalan Burangrang,3,0.3,0,Tuesday,0
Jalan Cianjur,2,0.3,0,Tuesday,0
Jalan Cibadak,3,0.3,0,Tuesday,0
Jalan Cilamaya,3,0.3,0,Tuesday,0
Jalan Ciliwung,2,0.3,0,Tuesday,0
Jalan Cimandiri,4,0.3,0,Tuesday,0
Jalan Cimuncang,3,0.3,0,Tuesday,0
Jalan Cisangangarung,3,0.3,0,Tuesday,0
Jalan Cisokan,2,0.3,0,Tuesday,0
Jalan Citarum,4,0.3,0,Tuesday,0
Jalan Gunung Batu,3,0.3,0,Tuesday,0
Jalan Halimun,4,0.3,0,Tuesday,0
Jalan Indramayu,3,0.3,0,Tuesday,0
Jalan Jakarta,2,0.3,0,Tuesday,0
Jalan Jawa,2,0.3,0,Tuesday,0
Jalan Jurang,1,0.3,0,Tuesday,0
Jalan Kalimantan,4,0.3,0,Tuesday,0
Jalan Karang Anyar,1,0.3,0,Tuesday,0
Jalan Kebonjati,3,0.3,0,Tuesday,0
Jalan Lombok,2,0.3,0,Tuesday,0
Jalan Malabar,3,0.3,0,Tuesday,0
Jalan Progo,2,0.3,0,Tuesday,0
Jalan Purwakarta,3,0.3,0,Tuesday,0
Jalan Raya Dayeuhkolot,3,0.3,0,Tuesday,0
Jalan Raya Lembang,1,0.3,0,Tuesday,0
Jalan Rumah Sakit,2,0.3,0,Tuesday,0
Jalan Seram,3,0.3,0,Tuesday,0
Jalan Sukabumi,3,0.3,0,Tuesday,0
Jalan Sumatra,3,0.3,0,Tuesday,0
Jalan Sumbawa,2,0.3,0,Tuesday,0
Jalan Sunda,3,0.3,0,Tuesday,0
Jalan Tanjung Sari,3,0.3,0,Tuesday,0
Jamika,3,0.3,0,Tuesday,0
Jatihandap,3,0.3,0,Tuesday,0
Jenderal AH Nasution,2,0.3,0,Tuesday,0
Jenderal Ahmad Yani,3,0.3,0,Tuesday,0
Jenderal Haji Amir Machmud,3,0.3,0,Tuesday,0
Jenderal Ibrahim Adjie,3,0.3,0,Tuesday,0
Jenderal Sudirman,3,0.3,0,Tuesday,0
KH Ahmad Dahlan,2,0.3,0,Tuesday,0
KH Wahid Hasyim,2,0.3,0,Tuesday,0
Kalipah Apo,3,0.3,0,Tuesday,0
Kapten Tata Natanegara,4,0.3,0,Tuesday,0
Karang Tinggal,1,0.3,0,Tuesday,0
Karapitan,2,0.3,0,Tuesday,0
Karasak,1,0.3,0,Tuesday,0
Karasak Barat,2,0.3,0,Tuesday,0
Karawitan,3,0.3,0,Tuesday,0
Kartini,2,0.3,0,Tuesday,0
Kautamaan Istri,3,0.3,0,Tuesday,0
Kawaluyaan,3,0.3,0,Tuesday,0
Kebon Jukut,3,0.3,0,Tuesday,0
Kebon Kawung,2,0.3,0,Tuesday,0
Kebon Kopi,2,0.3,0,Tuesday,0
Kelenteng,3,0.3,0,Tuesday,0
Kesatriaan,3,0.3,0,Tuesday,0
Kliningan,3,0.3,0,Tuesday,0
Kopo,2,0.3,0,Tuesday,0
Kopo Permai,3,0.3,0,Tuesday,0
LLRE Martadinata,3,0.3,0,Tuesday,0
Lapang Supratman,3,0.3,0,Tuesday,0
Laswi,3,0.3,0,Tuesday,0
Lembong,3,0.3,0,Tuesday,0
Lengkong Besar,2,0.3,0,Tuesday,0
Lengkong Kecil,2,0.3,0,Tuesday,0
Leumah Neundeut,2,0.3,0,Tuesday,0
Leuwi Panjang,3,0.3,0,Tuesday,0
Leuwipanjang,5,0.3,0,Tuesday,1
Lodaya,3,0.3,0,Tuesday,0
Logam,2,0.3,0,Tuesday,0
Mahar Martanegara,2,0.3,0,Tuesday,0
Mahmud,3,0.3,0,Tuesday,0
Majapahit,3,0.3,0,Tuesday,0
Maleber Utara,4,0.3,0,Tuesday,0
Margacinta,2,0.3,0,Tuesday,0
Margaluyu,3,0.3,0,Tuesday,0
Mekar Kencana,4,0.3,0,Tuesday,0
Mekar Utama,3,0.3,0,Tuesday,0
Mekar Wangi,4,0.3,0,Tuesday,0
Melong Raya,3,0.3,0,Tuesday,0
Melongasih,3,0.3,0,Tuesday,0
Merdeka,2,0.3,0,Tuesday,0
Mohammad Ramdan,3,0.3,0,Tuesday,0
Mohammad Toha,2,0.3,0,Tuesday,0
Mustang,3,0.3,0,Tuesday,0
N11 Flyover Cimindi,3,0.3,0,Tuesday,0
N11 Flyover Kopo-Cibaduyut,5,0.3,0,Tuesday,1
N11 Jalan Raya Cibiru,3,0.3,0,Tuesday,0
N11 Jenderal AH Nasution,4,0.3,0,Tuesday,0
N11 Jenderal Haji Amir Machmud,1,0.3,0,Tuesday,0
N11 Jenderal Sudirman,2,0.3,0,Tuesday,0
N11 Rajawali Barat,2,0.3,0,Tuesday,0
N11 Soekarno-Hatta,3,0.3,0,Tuesday,0
Naripan,2,0.3,0,Tuesday,0
Otto Iskandardinata,2,0.3,0,Tuesday,0
PHH Mustofa,3,0.3,0,Tuesday,0
PSM,3,0.3,0,Tuesday,0
Padasuka,2,0.3,0,Tuesday,0
Pagarsih,1,0.3,0,Tuesday,0
Pagermaneuh,4,0.3,0,Tuesday,0
Pahlawan,3,0.3,0,Tuesday,0
Pahlawan (Jalur Lambat),3,0.3,0,Tuesday,0
Pajajaran,2,0.3,0,Tuesday,0
Pak Gatot 5,3,0.3,0,Tuesday,0
Palasari,4,0.3,0,Tuesday,0
Panatayuda,4,0.3,0,Tuesday,0
Pangaritan,1,0.3,0,Tuesday,0
Panghegar,2,0.3,0,Tuesday,0
Panjunan,3,0.3,0,Tuesday,0
Parakan Saat,1,0.3,0,Tuesday,0
Pasir Impun,4,0.3,0,Tuesday,0
Pasir Koja,3,0.3,0,Tuesday,0
Pasir Leutik,4,0.3,0,Tuesday,0
Pasir Luhur,2,0.3,0,Tuesday,0
Pasirmuncang,2,0.3,0,Tuesday,0
Paskal HyperSquare,3,0.3,0,Tuesday,0
Pasteur,3,0.3,0,Tuesday,0
Pelajar Pejuang 45,3,0.3,0,Tuesday,0
Perintis,2,0.3,0,Tuesday,0
Perum AD Pindad,4,0.3,0,Tuesday,0
Pesantren,3,0.3,0,Tuesday,0
Peta,2,0.3,0,Tuesday,0
Polo Air,4,0.3,0,Tuesday,0
Prabu Dimuntur,3,0.3,0,Tuesday,0
Prof Dr Ir Sutami,2,0.3,0,Tuesday,0
Prof Dr Surya Sumantri,2,0.3,0,Tuesday,0
Prof Mochtar Kusumaatmadja,2,0.3,0,Tuesday,0
Pungkur,2,0.3,0,Tuesday,0
Purbasari,3,0.3,0,Tuesday,0
R A A Martanegara,3,0.3,0,Tuesday,0
RA Wiranatakusumah,2,0.3,0,Tuesday,0
Rajawali Timur,2,0.3,0,Tuesday,0
Rakata,3,0.3,0,Tuesday,0
Rancabali,3,0.3,0,Tuesday,0
Rancabolang,4,0.3,0,Tuesday,0
Rancagoong,2,0.3,0,Tuesday,0
Rancakendal,1,0.3,0,Tuesday,0
Rancapacing,2,0.3,0,Tuesday,0
Sadang,3,0.3,0,Tuesday,0
Sadarjoen Siswomartojo,3,0.3,0,Tuesday,0
Sampurna,3,0.3,0,Tuesday,0
Sariasih,3,0.3,0,Tuesday,0
Sarijadi,2,0.3,0,Tuesday,0
Sarimanah,4,0.3,0,Tuesday,0
Sarirasa,2,0.3,0,Tuesday,0
Sariwangi,3,0.3,0,Tuesday,0
Sederhana,2,0.3,0,Tuesday,0
Sekejati,2,0.3,0,Tuesday,0
Sentra Dago Pakar,3,0.3,0,Tuesday,0
Sersan Bajuri,1,0.3,0,Tuesday,0
Setra Duta Raya,3,0.3,0,Tuesday,0
Siliwangi,3,0.3,0,Tuesday,0
Sindang Sirna,2,0.3,0,Tuesday,0
Sindangsari 3,4,0.3,0,Tuesday,0
Situ,3,0.3,0,Tuesday,0
Skanda,4,0.3,0,Tuesday,0
Soekarno-Hatta,2,0.3,0,Tuesday,0
Soekarno-Hatta (Jalur Lambat),2,0.3,0,Tuesday,0
Solontongan,4,0.3,0,Tuesday,0
Sripohaci,4,0.3,0,Tuesday,0
Sriwijaya,2,0.3,0,Tuesday,0
Stadion Gede Bage,1,0.3,0,Tuesday,0
Suka Resmi,3,0.3,0,Tuesday,0
Sukaasih,3,0.3,0,Tuesday,0
Sukahaji,1,0.3,0,Tuesday,0
Sukajadi,2,0.3,0,Tuesday,0
Sukamaju,2,0.3,0,Tuesday,0
Sukaraja,4,0.3,0,Tuesday,0
Sukawarna,3,0.3,0,Tuesday,0
Sulaksana Baru 1,3,0.3,0,Tuesday,0
Sulanjana,2,0.3,0,Tuesday,0
Sultan Ageng Tirtayasa,4,0.3,0,Tuesday,0
Sultan Agung,3,0.3,0,Tuesday,0
Suniaraja,4,0.3,0,Tuesday,0
Suparmin,2,0.3,0,Tuesday,0
Surapati,2,0.3,0,Tuesday,0
Surapati (Jalur Lambat),3,0.3,0,Tuesday,0
Suryalaya,3,0.3,0,Tuesday,0
Suryani Dalam,2,0.3,0,Tuesday,0
Talaga Bodas,2,0.3,0,Tuesday,0
Taman Holis Indah,3,0.3,0,Tuesday,0
Taman Holis Raya,3,0.3,0,Tuesday,0
Taman Pramuka,2,0.3,0,Tuesday,0
Tamansari,2,0.3,0,Tuesday,0
Tamblong,3,0.3,0,Tuesday,0
Tarumanagara Timur,3,0.3,0,Tuesday,0
Tengku Angkasa,4,0.3,0,Tuesday,0
Terusan Buah Batu,2,0.3,0,Tuesday,0
Terusan Cibaduyut,2,0.3,0,Tuesday,0
Terusan Cisaranten Kulon,2,0.3,0,Tuesday,0
Terusan Derwati,3,0.3,0,Tuesday,0
Terusan Gatot Subroto,2,0.3,0,Tuesday,0
Terusan Gegerkalong Hilir,3,0.3,0,Tuesday,0
Terusan Jakarta,2,0.3,0,Tuesday,0
Terusan Kiaracondong,2,0.3,0,Tuesday,0
Terusan Pacuan Kuda (JALAN RUSAK),3,0.3,0,Tuesday,0
Terusan Pasir Koja,2,0.3,0,Tuesday,0
Terusan Prof Dr Ir Sutami,3,0.3,0,Tuesday,0
Teuku Umar,3,0.3,0,Tuesday,0
Tol Padaleunyi,4,0.3,0,Tuesday,0
Tol Pasteur,4,0.3,0,Tuesday,0
Trunojoyo,2,0.3,0,Tuesday,0
Tubagus Ismail,2,0.3,0,Tuesday,0
Turangga,3,0.3,0,Tuesday,0
Veteran,2,0.3,0,Tuesday,0
Viking Raya,4,0.3,0,Tuesday,0
WR Supratman,3,0.3,0,Tuesday,0
Wastukencana,2,0.3,0,Tuesday,0
Westhoff,2,0.3,0,Tuesday,0
Abdul Rahman Saleh,2,0.5,0,Wednesday,0
Akses Tol Pasteur,3,0.5,0,Wednesday,0
Andir,3,0.5,0,Wednesday,0
Anggrek,3,0.5,0,Wednesday,0
Antapani,1,0.5,0,Wednesday,0
Arah Mustang/Cibogo/Gunung Batu,4,0.5,0,Wednesday,0
Arah Taman Sari/Dago/Dipati Ukur/Sabuga,4,0.5,0,Wednesday,0
Arcamanik Endah,3,0.5,0,Wednesday,0
Arjuna,4,0.5,0,Wednesday,0
Asia Afrika,2,0.5,0,Wednesday,0
Astana Anyar,2,0.5,0,Wednesday,0
BKR,3,0.5,0,Wednesday,0
Babakan Ciparay,3,0.5,0,Wednesday,0
Babakan Jeruk 1,1,0.5,0,Wednesday,0
Babakan Jeruk 3,3,0.5,0,Wednesday,0
Babakan Loa,1,0.5,0,Wednesday,0
Babakan Sari,2,0.5,0,Wednesday,0
Balong Gede,4,0.5,0,Wednesday,0
Banceuy,2,0.5,0,Wednesday,0
Batu Basal,5,0.5,0,Wednesday,1
Batu Kencana,3,0.5,0,Wednesday,0
Batununggal,2,0.5,0,Wednesday,0
Batununggal Indah 5,2,0.5,0,Wednesday,0
Belakang Pasar,4,0.5,0,Wednesday,0
Bojong Koneng,2,0.5,0,Wednesday,0
Bojong Raya,2,0.5,0,Wednesday,0
Braga,2,0.5,0,Wednesday,0
Brigjen Katamso,2,0.5,0,Wednesday,0
Buah Batu,3,0.5,0,Wednesday,0
Bukit Jarian,2,0.5,0,Wednesday,0
