street,level,precip,Libur,day,ROAD_CLOSED
Kyai Gede Utama,0,0.14,0,Sunday,0
Muhammad Yamin,0,0.14,0,Sunday,0
Olah Raga 1,0,0.14,0,Sunday,0
Ruslan Abdulgani,0,0.14,0,Sunday,0
Sagitarius,0,0.14,0,Sunday,0
Salendro Utara,0,0.14,0,Sunday,0
Suryalaya 3,0,0.14,0,Sunday,0
Babakan Irigasi,0,0.14,0,Sunday,0
Batununggal Indah 8,0,0.14,0,Sunday,0
Cisitu Indah 4,0,0.14,0,Sunday,0
Kidang Pananjung,0,0.14,0,Sunday,0
Merah Delima 1,0,0.14,0,Sunday,0
Pasirjati Utama,0,0.14,0,Sunday,0
Pertamina,0,0.14,0,Sunday,0
Perumahan Griya Winaya,0,0.14,0,Sunday,0
Raden Medang Kamulan,0,0.14,0,Sunday,0
Srimahi,0,0.14,0,Sunday,0
Sumber Resik,0,0.14,0,Sunday,0
TKI 2 Blok 1A,0,0.14,0,Sunday,0
The Green City View,0,0.14,0,Sunday,0
Babakan Baru,0,0.14,0,Sunday,0
De' Marrakesh,0,0.14,0,Sunday,0
Haji Abun,0,0.14,0,Sunday,0
Idi Adimaja,0,0.14,0,Sunday,0
Jalan Raya Marga Asih,0,0.14,0,Sunday,0
Pusdikmin Lemdikpol,0,0.14,0,Sunday,0
Rereng Wulung,0,0.14,0,Sunday,0
Arah Kopo/Moh Toha/Cileunyi,0,0.14,0,Sunday,0
Jalan Banjarsari Raya,0,0.14,0,Sunday,0
Jalan Buton,0,0.14,0,Sunday,0
Jalaprang,0,0.14,0,Sunday,0
Kaswari,0,0.14,0,Sunday,0
Maleer Indah 1,0,0.14,0,Sunday,0
Margaluyu,0,0.14,0,Sunday,0
PLN,0,0.14,0,Sunday,0
Parakan Asri,0,0.14,0,Sunday,0
Sukamekar 3,0,0.14,0,Sunday,0
Sumber Sugih,0,0.14,0,Sunday,0
Tirtasari,0,0.14,0,Sunday,0
Windu,0,0.14,0,Sunday,0
Aria Timur,0,0.14,0,Sunday,0
Burung Tungku,0,0.14,0,Sunday,0
El-Verde Green Living,0,0.14,0,Sunday,0
Gondang,0,0.14,0,Sunday,0
Junjunan Dalam,0,0.14,0,Sunday,0
Pasirluyu Selatan,0,0.14,0,Sunday,0
Perumahan Cinambo Indah,0,0.14,0,Sunday,0
Pilar Kencana,0,0.14,0,Sunday,0
Sukabumi Dalam,0,0.14,0,Sunday,0
Sukawarna Baru,0,0.14,0,Sunday,0
Taruna,0,0.14,0,Sunday,0
Tikukur,0,0.14,0,Sunday,0
Budhi Indah Permai 2,0,0.14,0,Sunday,0
Cijawura Girang 5,0,0.14,0,Sunday,0
Puri Dago Timur,0,0.14,0,Sunday,0
Ranggagempol,0,0.14,0,Sunday,0
Setrawangi 1,0,0.14,0,Sunday,0
Taurus,0,0.14,0,Sunday,0
Terusan Suryani,0,0.14,0,Sunday,0
Permata Bumi Raya,0,0.14,0,Sunday,0
Terusan Padasuka,0,0.14,0,Sunday,0
Ciroyom Barat,0,0.14,0,Sunday,0
Haji Achsan,0,0.14,0,Sunday,0
Jupiter Tengah,0,0.14,0,Sunday,0
Negla Utara,0,0.14,0,Sunday,0
Sarimanis,0,0.14,0,Sunday,0
Satria Raya 3,0,0.14,0,Sunday,0
Sekepanjang 3,0,0.14,0,Sunday,0
Arum Sari 1,0,0.14,0,Sunday,0
Babakan Jeruk 3,0,0.14,0,Sunday,0
Cilimus,0,0.14,0,Sunday,0
Ence Azis,0,0.14,0,Sunday,0
Fokker Tengah 1,0,0.14,0,Sunday,0
Jalan Cianjur,0,0.14,0,Sunday,0
Menteron,0,0.14,0,Sunday,0
Pasirluyu Timur,0,0.14,0,Sunday,0
RH Hasan Saputra,0,0.14,0,Sunday,0
Riung Damai,0,0.14,0,Sunday,0
Samoja,0,0.14,0,Sunday,0
Sindangsari,0,0.14,0,Sunday,0
Terusan Holis,0,0.14,0,Sunday,0
Dadali 3,0,0.14,0,Sunday,0
Dr Abdul Rivai,0,0.14,0,Sunday,0
Jalan Madura,0,0.14,0,Sunday,0
Pawenang Cluster,0,0.14,0,Sunday,0
Permata Permai 12,0,0.14,0,Sunday,0
Sawah Baru,0,0.14,0,Sunday,0
Batu Basal,0,0.14,0,Sunday,0
Bukit Maribaya,0,0.14,0,Sunday,0
Dangdeur Indah,0,0.14,0,Sunday,0
Gedung 9,0,0.14,0,Sunday,0
Gempol Kulon,0,0.14,0,Sunday,0
Jalan Cirebon,0,0.14,0,Sunday,0
Kencana Asri,0,0.14,0,Sunday,0
Madesa,0,0.14,0,Sunday,0
Mekar Sari,0,0.14,0,Sunday,0
Pawenang,0,0.14,0,Sunday,0
Sehati 4,0,0.14,0,Sunday,0
Sumbersari,0,0.14,0,Sunday,0
Terusan Megasari,0,0.14,0,Sunday,0
Jalan Kolam,0,0.14,0,Sunday,0
Jalan Singaraja,0,0.14,0,Sunday,0
Kartika 1,0,0.14,0,Sunday,0
Nursijan,0,0.14,0,Sunday,0
Terusan Cikutra Baru,0,0.14,0,Sunday,0
Batik Halus,0,0.14,0,Sunday,0
Batununggal Lestari,0,0.14,0,Sunday,0
Kacapiring,0,0.14,0,Sunday,0
Riung Sekar,0,0.14,0,Sunday,0
Setra Murni Atas,0,0.14,0,Sunday,0
Tubagus Ismail 14,0,0.14,0,Sunday,0
Arah Pasir Koja/Leuwi Panjang/Jamika,0,0.14,0,Sunday,0
Dago Asri 3,0,0.14,0,Sunday,0
Jalan Babakan Situ,0,0.14,0,Sunday,0
Kencana Wangi Timur,0,0.14,0,Sunday,0
Melong 4,0,0.14,0,Sunday,0
Mutiara 4,0,0.14,0,Sunday,0
Rajawali 2,0,0.14,0,Sunday,0
Riung Bandung Raya,0,0.14,0,Sunday,0
Sumber Endah,0,0.14,0,Sunday,0
Grand Valley Ujung Berung,0,0.14,0,Sunday,0
Mutiara,0,0.14,0,Sunday,0
Panaitan,0,0.14,0,Sunday,0
Puri Ayu Pratama,0,0.14,0,Sunday,0
Abdul Halim,0,0.14,0,Sunday,0
Golf Selatan,0,0.14,0,Sunday,0
Nata Endah 8,0,0.14,0,Sunday,0
Plered,0,0.14,0,Sunday,0
Puri Dago Raya,0,0.14,0,Sunday,0
Skanda,0,0.14,0,Sunday,0
de' Elgran Residence,0,0.14,0,Sunday,0
Ajudan Jenderal,0,0.14,0,Sunday,0
Cidurian,0,0.14,0,Sunday,0
Citra Green Garden,0,0.14,0,Sunday,0
Girang Barat,0,0.14,0,Sunday,0
Sarikaso 3,0,0.14,0,Sunday,0
Batu Indah,0,0.14,0,Sunday,0
Gajah,0,0.14,0,Sunday,0
Gupusal,0,0.14,0,Sunday,0
Haji Sanusi,0,0.14,0,Sunday,0
Jalan Kampus 1,0,0.14,0,Sunday,0
Jamika Lama,0,0.14,0,Sunday,0
Taman Cibaduyut Indah Blok J,0,0.14,0,Sunday,0
Taman Holis Indah 2,0,0.14,0,Sunday,0
Muara Sari 5,0,0.14,0,Sunday,0
Palem Raya,0,0.14,0,Sunday,0
Silverstone,0,0.14,0,Sunday,0
Suryani,0,0.14,0,Sunday,0
Terjun Tandom,0,0.14,0,Sunday,0
Asrama Kipal,0,0.14,0,Sunday,0
Bojong Kokosan,0,0.14,0,Sunday,0
Gandasari,0,0.14,0,Sunday,0
Karang Tineung Indah 3,0,0.14,0,Sunday,0
Kaum Kaler,0,0.14,0,Sunday,0
Kembar Barat,0,0.14,0,Sunday,0
Melania,0,0.14,0,Sunday,0
Pasir Impun Atas,0,0.14,0,Sunday,0
Setrawangi,0,0.14,0,Sunday,0
Singgasana Raya,0,0.14,0,Sunday,0
Situ,0,0.14,0,Sunday,0
Abadi 1,0,0.14,0,Sunday,0
Aeromodeling,0,0.14,0,Sunday,0
Batununggal Mulia 5,0,0.14,0,Sunday,0
Cigugur Tengah,0,0.14,0,Sunday,0
Cisatu 2,0,0.14,0,Sunday,0
MTC 2,0,0.14,0,Sunday,0
Mekar Harum,0,0.14,0,Sunday,0
Mundinglaya,0,0.14,0,Sunday,0
Peuris,0,0.14,0,Sunday,0
Sastra,0,0.14,0,Sunday,0
Tanjung Sari Asri,0,0.14,0,Sunday,0
Terusan Sukup Baru,0,0.14,0,Sunday,0
Batu Raden 2,0,0.14,0,Sunday,0
Dederuk,0,0.14,0,Sunday,0
Jalan Flores,0,0.14,0,Sunday,0
Mega Raya 3,0,0.14,0,Sunday,0
Mekar Biru Raya,0,0.14,0,Sunday,0
Puter,0,0.14,0,Sunday,0
Raden Mertalaya,0,0.14,0,Sunday,0
Rajamantri 3,0,0.14,0,Sunday,0
Setra Indah,0,0.14,0,Sunday,0
Setra Murni Tengah 2,0,0.14,0,Sunday,0
Setrasari Kulon,0,0.14,0,Sunday,0
Sindangbarang,0,0.14,0,Sunday,0
Srigading,0,0.14,0,Sunday,0
Wijayakusumah,0,0.14,0,Sunday,0
Kavling Geologi,0,0.14,0,Sunday,0
Kencana Arum 5,0,0.14,0,Sunday,0
Pasir Salam 8,0,0.14,0,Sunday,0
Sukakarya 2,0,0.14,0,Sunday,0
Cihaur,0,0.14,0,Sunday,0
Dahlia,0,0.14,0,Sunday,0
Dirgantara,0,0.14,0,Sunday,0
Kiara Sari 3,0,0.14,0,Sunday,0
Sindangsari 1,0,0.14,0,Sunday,0
Batununggal Mulia 4,0,0.14,0,Sunday,0
Gempol Asri Raya,0,0.14,0,Sunday,0
Jalan G ITB,0,0.14,0,Sunday,0
Kembang Sepatu,0,0.14,0,Sunday,0
Padasuka Ideal Residence,0,0.14,0,Sunday,0
Pasir Subur,0,0.14,0,Sunday,0
Sadang Tengah,0,0.14,0,Sunday,0
Cikutra Baru 4,0,0.14,0,Sunday,0
Pak Gatot 5,0,0.14,0,Sunday,0
Polo Air,0,0.14,0,Sunday,0
Rancagoong,0,0.14,0,Sunday,0
Batununggal Indah 5,0,0.14,0,Sunday,0
Ciganitri Mukti,0,0.14,0,Sunday,0
Cijerah 2,0,0.14,0,Sunday,0
Golf Timur,0,0.14,0,Sunday,0
Kusuma Lestari,0,0.14,0,Sunday,0
Batununggal Molek 1,0,0.14,0,Sunday,0
Batununggal Permai 2,0,0.14,0,Sunday,0
Jalan I ITB,0,0.14,0,Sunday,0
Mekar Sejati,0,0.14,0,Sunday,0
Muara,0,0.14,0,Sunday,0
Sukamulya Indah 2,0,0.14,0,Sunday,0
Yakin,0,0.14,0,Sunday,0
Awi Bitung,0,0.14,0,Sunday,0
Grand Panoramic,0,0.14,0,Sunday,0
Resko,0,0.14,0,Sunday,0
Simpang Industri,0,0.14,0,Sunday,0
Venus Barat 6,0,0.14,0,Sunday,0
Arah Tol Soroja/Pasteur/Padalarang,0,0.14,0,Sunday,0
Babakan Jeruk 3D,0,0.14,0,Sunday,0
Babakan Tarogong,0,0.14,0,Sunday,0
Cijawura Girang 4,0,0.14,0,Sunday,0
Cikutra Baru Raya,0,0.14,0,Sunday,0
Cilentah,0,0.14,0,Sunday,0
Nyland,0,0.14,0,Sunday,0
Permata Taman Sari Raya,0,0.14,0,Sunday,0
Sekejati 3,0,0.14,0,Sunday,0
Sukahaji Baru,0,0.14,0,Sunday,0
Cipedes Selatan,0,0.14,0,Sunday,0
Gempol Asri 1,0,0.14,0,Sunday,0
Kapten Abdul Hamid,0,0.14,0,Sunday,0
MTC Timur,0,0.14,0,Sunday,0
Padasuka Suci Residence,0,0.14,0,Sunday,0
Pinus 4,0,0.14,0,Sunday,0
Setra Dago Utara 6,0,0.14,0,Sunday,0
Suka Senang 5,0,0.14,0,Sunday,0
Teluk Buyung Kaler,0,0.14,0,Sunday,0
Ujungberung Indah Ceria,0,0.14,0,Sunday,0
Arah Pasir Koja/Jamika,0,0.14,0,Sunday,0
Banjarsari 13,0,0.14,0,Sunday,0
Elektro,0,0.14,0,Sunday,0
Gegerkalong Lebak,0,0.14,0,Sunday,0
Kancra,0,0.14,0,Sunday,0
Persada 2,0,0.14,0,Sunday,0
Sirnagalih,0,0.14,0,Sunday,0
Babakan Cianjur,0,0.14,0,Sunday,0
Jalan Ciwulan,0,0.14,0,Sunday,0
Kawaluyaan Indah 15,0,0.14,0,Sunday,0
Permai 1,0,0.14,0,Sunday,0
Suryalaya 17,0,0.14,0,Sunday,0
Taman Pinus,0,0.14,0,Sunday,0
Arah Pasteur/Padalarang/Jakarta,0,0.14,0,Sunday,0
Jumbojet Raya,0,0.14,0,Sunday,0
Maleer Indah 2,0,0.14,0,Sunday,0
Mars Raya,0,0.14,0,Sunday,0
Perumahan Bumi Indah,0,0.14,0,Sunday,0
Satrugna,0,0.14,0,Sunday,0
Suryalaya Indah,0,0.14,0,Sunday,0
Holis Permai 8,0,0.14,0,Sunday,0
Jalan Pesantren Wetan,0,0.14,0,Sunday,0
Kembar Baru,0,0.14,0,Sunday,0
Satria Kulon 4,0,0.14,0,Sunday,0
Babakan Jeruk 8,0,0.14,0,Sunday,0
Gegerkalong Tonggoh 4,0,0.14,0,Sunday,0
Jalan Serang,0,0.14,0,Sunday,0
Abadi Regency,0,0.14,0,Sunday,0
Arah Banjaran/Baleendah/Bojongsoang,0,0.14,0,Sunday,0
Gang Minyak Tanah,0,0.14,0,Sunday,0
Kapten Tendean,0,0.14,0,Sunday,0
Kastuba,0,0.14,0,Sunday,0
Lembah Pakar Timur,0,0.14,0,Sunday,0
Mekar Asih 1,0,0.14,0,Sunday,0
Sanggar Kencana 6,0,0.14,0,Sunday,0
Yudawastu Pramuka 4,0,0.14,0,Sunday,0
Bumi Parakan Asri,0,0.14,0,Sunday,0
Giri Mekar Indah,0,0.14,0,Sunday,0
Karangarum 2,0,0.14,0,Sunday,0
Kasturi 1,0,0.14,0,Sunday,0
Kencana Puri 4,0,0.14,0,Sunday,0
Leuwi Anyar,0,0.14,0,Sunday,0
Titiran,0,0.14,0,Sunday,0
Yuda,0,0.14,0,Sunday,0
Alun-alun Timur,0,2.994,0,Monday,0
Babakan Lembur Tengah,0,2.994,0,Monday,0
Belakang Pasar,0,2.994,0,Monday,0
Bojong Koneng Atas,0,2.994,0,Monday,0
Bukit Raya,0,2.994,0,Monday,0
Cicendo,0,2.994,0,Monday,0
Cijengkol Cidahli,0,2.994,0,Monday,0
Cijerokaso,0,2.994,0,Monday,0
Cikuray,0,2.994,0,Monday,0
Cinangka,0,2.994,0,Monday,0
Ciroyom,0,2.994,0,Monday,0
Citra Green,0,2.994,0,Monday,0
DR Ir Sukarno,0,2.994,0,Monday,0
Dago Giri,0,2.994,0,Monday,0
Dr Cipto Mangunkusumo,0,2.994,0,Monday,0
Dr Radjiman,0,2.994,0,Monday,0
Flyover Laswi-Pelajar Pejuang,0,2.994,0,Monday,0
Gamal Abdel Nasser,0,2.994,0,Monday,0
Griya Cempaka Arum,0,2.994,0,Monday,0
Gunung Batu Dalam,0,2.994,0,Monday,0
Jalan Patuha,0,2.994,0,Monday,0
Jalan Sabang,0,2.994,0,Monday,0
Jalan Serayu,0,2.994,0,Monday,0
Jalan Sukanegara,0,2.994,0,Monday,0
Jalan Ternate,0,2.994,0,Monday,0
Karang Sari,0,2.994,0,Monday,0
Karang Tinggal,0,2.994,0,Monday,0
Karasak Utara 4,0,2.994,0,Monday,0
Kebon Bibit,0,2.994,0,Monday,0
Lamping,0,2.994,0,Monday,0
Mahmud,0,2.994,0,Monday,0
Makmur,0,2.994,0,Monday,0
Melong 1,0,2.994,0,Monday,0
Muara Sari 2,0,2.994,0,Monday,0
Pada Lestari,0,2.994,0,Monday,0
Pagermaneuh,0,2.994,0,Monday,0
Pakar Barat,0,2.994,0,Monday,0
Paledang,0,2.994,0,Monday,0
Palem 3,0,2.994,0,Monday,0
Pasir Leutik,0,2.994,0,Monday,0
Permata Permai 14,0,2.994,0,Monday,0
Pluto Raya,0,2.994,0,Monday,0
Pulo Laut,0,2.994,0,Monday,0
Puri Dago Selatan,0,2.994,0,Monday,0
Rancakendal,0,2.994,0,Monday,0
Rancasawo,0,2.994,0,Monday,0
Sadakeling,0,2.994,0,Monday,0
Salak,0,2.994,0,Monday,0
Sekeloa,0,2.994,0,Monday,0
Sentot Alibasyah,0,2.994,0,Monday,0
Setrasari Plasa,0,2.994,0,Monday,0
Sirnamanah,0,2.994,0,Monday,0
Sripohaci,0,2.994,0,Monday,0
Sultan Ageng Tirtayasa,0,2.994,0,Monday,0
Surapati (Jalur Lambat),0,2.994,0,Monday,0
TPU Cikadut,0,2.994,0,Monday,0
Taman Cibeunying Kidul,0,2.994,0,Monday,0
Taman Cibeunying Utara,0,2.994,0,Monday,0
Taman Holis Indah Kavling Industri,0,2.994,0,Monday,0
Taman Pramuka,0,2.994,0,Monday,0
Tera,0,2.994,0,Monday,0
Terusan Gegerkalong Hilir,0,2.994,0,Monday,0
Terusan Mulyasari,0,2.994,0,Monday,0
Tol Pasir Koja,0,2.994,0,Monday,0
Tongkeng,0,2.994,0,Monday,0
Waringin,0,2.994,0,Monday,0
Antapani Lama,0,2.994,0,Monday,0
Antapani Town House,0,2.994,0,Monday,0
Babakan Jeruk 1,0,2.994,0,Monday,0
Babakan Loa,0,2.994,0,Monday,0
Bapak Husen,0,2.994,0,Monday,0
Batununggal Indah Raya,0,2.994,0,Monday,0
Bojong Indah,0,2.994,0,Monday,0
Bojong Loa Kaler,0,2.994,0,Monday,0
Bukit Pakar Timur,0,2.994,0,Monday,0
Bulevar Barat,0,2.994,0,Monday,0
Bulevar Selatan,0,2.994,0,Monday,0
Cigadung Raya Timur,0,2.994,0,Monday,0
Cilengkrang 1,0,2.994,0,Monday,0
Cilengkrang 2,0,2.994,0,Monday,0
Cipaku Indah 4,0,2.994,0,Monday,0
Cipedes,0,2.994,0,Monday,0
Dago Pojok,0,2.994,0,Monday,0
Embah Jaksa,0,2.994,0,Monday,0
Exit Kopo/Soreang,0,2.994,0,Monday,0
Gagak,0,2.994,0,Monday,0
Gang Haji Mesri,0,2.994,0,Monday,0
Gudang Selatan,0,2.994,0,Monday,0
Guntur,0,2.994,0,Monday,0
Haji Hasan,0,2.994,0,Monday,0
Jalan Ciliwung,0,2.994,0,Monday,0
Jalan Cisokan,0,2.994,0,Monday,0
Jalan Galunggung,0,2.994,0,Monday,0
Jalan Gunung Kareumbi,0,2.994,0,Monday,0
Jalan Indramayu,0,2.994,0,Monday,0
Jalan Pasar Induk,0,2.994,0,Monday,0
Jalan Raya Randusari,0,2.994,0,Monday,0
Jalan Subang,0,2.994,0,Monday,0
Jambatan Opat,0,2.994,0,Monday,0
Jupiter Barat,0,2.994,0,Monday,0
Kampung Padi,0,2.994,0,Monday,0
Kawaluyaan Indah Raya,0,2.994,0,Monday,0
Ligar Resik,0,2.994,0,Monday,0
Menjangan,0,2.994,0,Monday,0
PDAM,0,2.994,0,Monday,0
Panatayuda,0,2.994,0,Monday,0
Pangarang,0,2.994,0,Monday,0
Pasirluyu,0,2.994,0,Monday,0
Pecinan Lama,0,2.994,0,Monday,0
Pinus Raya Barat,0,2.994,0,Monday,0
Ranca Bentang,0,2.994,0,Monday,0
Riung Purna Raya,0,2.994,0,Monday,0
Setra Indah 2,0,2.994,0,Monday,0
Tengku Angkasa,0,2.994,0,Monday,0
Terusan Brigjen Katamso,0,2.994,0,Monday,0
Adi Flora Raya,0,2.994,0,Monday,0
Arah Cihampelas/Djunjunan/Tol Pasteur,0,2.994,0,Monday,0
Babakan Jeruk 4,0,2.994,0,Monday,0
Babakan Surabaya,0,2.994,0,Monday,0
Batununggal Elok 1,0,2.994,0,Monday,0
Batununggal Indah 4,0,2.994,0,Monday,0
Binong Jati,0,2.994,0,Monday,0
Budi,0,2.994,0,Monday,0
Cibaduyut Lama,0,2.994,0,Monday,0
Cimuncang Atas,0,2.994,0,Monday,0
Cipaku Indah 2,0,2.994,0,Monday,0
Desa Buah Batu,0,2.994,0,Monday,0
Gegerkalong Hurip,0,2.994,0,Monday,0
Hercules,0,2.994,0,Monday,0
Inspeksi Cidurian,0,2.994,0,Monday,0
Jalan Ambon,0,2.994,0,Monday,0
Jalan Cibatu,0,2.994,0,Monday,0
Jalan Cisangangarung,0,2.994,0,Monday,0
Jalan Karang Anyar,0,2.994,0,Monday,0
Jalan Raya Resort,0,2.994,0,Monday,0
Jalan Stasiun Barat,0,2.994,0,Monday,0
Jalan Tanjung Sari,0,2.994,0,Monday,0
Kanayakan,0,2.994,0,Monday,0
Kartini,0,2.994,0,Monday,0
Kuta Kencana Timur,0,2.994,0,Monday,0
Mustika Permata,0,2.994,0,Monday,0
Nagrog,0,2.994,0,Monday,0
Pak Gatot Raya,0,2.994,0,Monday,0
Pasar Induk Gede Bage,0,2.994,0,Monday,0
Pelindung Hewan,0,2.994,0,Monday,0
Rakata,0,2.994,0,Monday,0
Rancameong,0,2.994,0,Monday,0
Sawunggaling,0,2.994,0,Monday,0
Setrasari 3,0,2.994,0,Monday,0
Setrasari Indah,0,2.994,0,Monday,0
Sindangsari 3,0,2.994,0,Monday,0
Sukakarya,0,2.994,0,Monday,0
Sumber Sari,0,2.994,0,Monday,0
Taman Kopo Indah 2,0,2.994,0,Monday,0
Taman Mekar Utama 1,0,2.994,0,Monday,0
Taman Sakura,0,2.994,0,Monday,0
Terusan Pada Saluyu Utara,0,2.994,0,Monday,0
Arah Marga Asih/Katapang/Soreang,0,2.994,0,Monday,0
Asep Berlian,0,2.994,0,Monday,0
Babakan,0,2.994,0,Monday,0
Batu Api,0,2.994,0,Monday,0
Bulevar Utama,0,2.994,0,Monday,0
Cibiuk,0,2.994,0,Monday,0
Ciganitri Utara,0,2.994,0,Monday,0
Cikutra Baru 6,0,2.994,0,Monday,0
Cipadung Indah,0,2.994,0,Monday,0
Dago Asri 1,0,2.994,0,Monday,0
Fokker Tengah 4,0,2.994,0,Monday,0
Haji Bardan Raya,0,2.994,0,Monday,0
Jalan Halimun,0,2.994,0,Monday,0
Jalan Raya Cikadut,0,2.994,0,Monday,0
Jalan Soma,0,2.994,0,Monday,0
Kencana Wangi Utara,0,2.994,0,Monday,0
Manunggal,0,2.994,0,Monday,0
Mekar Jelita 1,0,2.994,0,Monday,0
Mekar Puspita,0,2.994,0,Monday,0
Mekar Raharja,0,2.994,0,Monday,0
Melati Raya,0,2.994,0,Monday,0
Nanas,0,2.994,0,Monday,0
Pandu,0,2.994,0,Monday,0
Pasundan,0,2.994,0,Monday,0
Pusdai,0,2.994,0,Monday,0
Raden Rangga Kencana,0,2.994,0,Monday,0
Rancapacing,0,2.994,0,Monday,0
Riung Hegar,0,2.994,0,Monday,0
Saluyu B10,0,2.994,0,Monday,0
Sari Endah,0,2.994,0,Monday,0
Sasak Batu,0,2.994,0,Monday,0
Singosari,0,2.994,0,Monday,0
Taman Cibaduyut Indah,0,2.994,0,Monday,0
Terminal Sadang Serang,0,2.994,0,Monday,0
Wira Angun-angun,0,2.994,0,Monday,0
Abadi Raya,0,2.994,0,Monday,0
Ancol Timur 3,0,2.994,0,Monday,0
Babakan Karet Rancacili,0,2.994,0,Monday,0
Bundaran Cibiru,0,2.994,0,Monday,0
Centeh,0,2.994,0,Monday,0
Giri Jati,0,2.994,0,Monday,0
Haji Kurdi,0,2.994,0,Monday,0
Jalan Cisadea,0,2.994,0,Monday,0
Kalijati Raya,0,2.994,0,Monday,0
Kelenteng,0,2.994,0,Monday,0
Manisi,0,2.994,0,Monday,0
Mekar Agung,0,2.994,0,Monday,0
Parakan Saat Dalam,0,2.994,0,Monday,0
Pratista Barat 5,0,2.994,0,Monday,0
Puri Dago Mas Utara,0,2.994,0,Monday,0
Ranca Oray,0,2.994,0,Monday,0
Satria Raya,0,2.994,0,Monday,0
Sejahtera,0,2.994,0,Monday,0
Sentra Dago Pakar,0,2.994,0,Monday,0
Sirna Galih,0,2.994,0,Monday,0
Suryalaya 4,0,2.994,0,Monday,0
Suryani Dalam,0,2.994,0,Monday,0
Terusan Karangtineung,0,2.994,0,Monday,0
Terusan Perintis,0,2.994,0,Monday,0
Tongkeng Dalam,0,2.994,0,Monday,0
Bagusrangin,0,2.994,0,Monday,0
Ciung Wanara,0,2.994,0,Monday,0
Dr Slamet,0,2.994,0,Monday,0
Exit 142: Buah Batu/Dayeuh Kolot,0,2.994,0,Monday,0
Gang Sukamulya,0,2.994,0,Monday,0
Haji Mohammad Iskat,0,2.994,0,Monday,0
Imam Bonjol,0,2.994,0,Monday,0
Karasak Barat,0,2.994,0,Monday,0
Kembar 1,0,2.994,0,Monday,0
Kusuma Wangi,0,2.994,0,Monday,0
Nuansa Valley Regency,0,2.994,0,Monday,0
Parakan Saat 3,0,2.994,0,Monday,0
Pasir Pogor,0,2.994,0,Monday,0
Raden Patah,0,2.994,0,Monday,0
Samiaji,0,2.994,0,Monday,0
Semar,0,2.994,0,Monday,0
Sentosa Asih 2,0,2.994,0,Monday,0
Setra Duta Raya,0,2.994,0,Monday,0
Sukawangi,0,2.994,0,Monday,0
Terusan Batik Halus,0,2.994,0,Monday,0
Tubagus Ismail 7,0,2.994,0,Monday,0
Aeromodeling 4,0,2.994,0,Monday,0
Cipaku Indah 5,0,2.994,0,Monday,0
Cisitu Indah 6,0,2.994,0,Monday,0
Haji Sapari,0,2.994,0,Monday,0
Kiputih,0,2.994,0,Monday,0
Leuwi Anyar 7,0,2.994,0,Monday,0
Ligar Arum,0,2.994,0,Monday,0
Mars Selatan,0,2.994,0,Monday,0
Mekar Biru 5,0,2.994,0,Monday,0
Parang Raya,0,2.994,0,Monday,0
Pondok Mulya Melatiwangi,0,2.994,0,Monday,0
Sindang Sari 4,0,2.994,0,Monday,0
Bahagia Permai,0,2.994,0,Monday,0
Budi Luhur,0,2.994,0,Monday,0
Cihaur Kuku,0,2.994,0,Monday,0
Cipamokololan Kolot,0,2.994,0,Monday,0
Embong,0,2.994,0,Monday,0
Gang Tamim,0,2.994,0,Monday,0
Jadaria,0,2.994,0,Monday,0
Jalan Cikaso,0,2.994,0,Monday,0
Karang Tineung,0,2.994,0,Monday,0
Kebon Kembang,0,2.994,0,Monday,0
Kerang,0,2.994,0,Monday,0
Kosambi,0,2.994,0,Monday,0
Lele,0,2.994,0,Monday,0
Macan,0,2.994,0,Monday,0
Majapahit,0,2.994,0,Monday,0
Muararajeun,0,2.994,0,Monday,0
Pelita Karya 1,0,2.994,0,Monday,0
Ranggagading,0,2.994,0,Monday,0
Sarimanah 2,0,2.994,0,Monday,0
Sumber Asih,0,2.994,0,Monday,0
Van Deventer,0,2.994,0,Monday,0
Adiyaksa - Terusan Buah Batu,0,2.994,0,Monday,0
Batik Kumeli,0,2.994,0,Monday,0
Bima,0,2.994,0,Monday,0
Cilandak,0,2.994,0,Monday,0
Cipeuris,0,2.994,0,Monday,0
Cisitu Indah Baru,0,2.994,0,Monday,0
Ciwaru,0,2.994,0,Monday,0
Dr Rubini,0,2.994,0,Monday,0
Durman,0,2.994,0,Monday,0
Flyover Jalan Jakarta,0,2.994,0,Monday,0
Haji Mukti,0,2.994,0,Monday,0
Jalan Gunung Kencana,0,2.994,0,Monday,0
Jalan Merak,0,2.994,0,Monday,0
Kebon Sirih,0,2.994,0,Monday,0
Kiara Sari 5,0,2.994,0,Monday,0
Mekar Sejahtera,0,2.994,0,Monday,0
Mohammad Yunus,0,2.994,0,Monday,0
N11 Garuda,0,2.994,0,Monday,0
Nurtanio Utara,0,2.994,0,Monday,0
Nyengseret,0,2.994,0,Monday,0
Permata Intan,0,2.994,0,Monday,0
Perum AD Pindad,0,2.994,0,Monday,0
Rancasagatan,0,2.994,0,Monday,0
Ranggamalela,0,2.994,0,Monday,0
Sawah Kurung 4,0,2.994,0,Monday,0
Setra Dago Raya,0,2.994,0,Monday,0
Terusan Cisokan,0,2.994,0,Monday,0
Wangsareja,0,2.994,0,Monday,0
Arah Pasteur,0,2.994,0,Monday,0
Bapa Supi,0,2.994,0,Monday,0
